"","RD_NO","DATEOCC","IUCR_CODE","Offense","CLASS","Motivations","CPD.Area","DISTRICT","Community","WARD","DISPOSITION","X","violent_crime"
"1391","JH166230","2/26/2024 9:30:00 AM","502T","OTHER OFFENSE: TAMPER WITH MOTOR VEHICLE","B - RELIGION"," ANTI-JEWISH","North",14,"WEST TOWN",32,"BONA FIDE",NA,0
"1392","JH177980","3/3/2024 1:30:00 AM","1320","CRIMINAL DAMAGE: TO VEHICLE","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1393","JH178901","3/7/2024 5:00:00 AM","5000","OTHER OFFENSE: OTHER CRIME AGAINST PERSON","B - RELIGION"," ANTI-JEWISH","North",17,"ALBANY PARK",33,"BONA FIDE",NA,0
"1394","JH180313","3/2/2024 5:30:00 PM","560","ASSAULT: SIMPLE","B - RELIGION","ANTI-ISLAMIC/MUSLIM","North",19,"LAKE VIEW",44,"BONA FIDE",NA,1
"1395","JH183839","3/11/2024 4:35:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","South",6,"CHATHAM",6,"BONA FIDE",NA,1
"1396","JH183839","3/11/2024 4:35:00 PM","560","ASSAULT: SIMPLE","F - GENDER IDENTITY"," ANTI-TRANSGENDER","South",6,"CHATHAM",6,"BONA FIDE",NA,1
"1397","JH184155","3/11/2024 6:40:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,0
"1398","JH184781","3/12/2024 10:30:00 AM","1320","CRIMINAL DAMAGE: TO VEHICLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",16,"NORWOOD PARK",41,"BONA FIDE",NA,0
"1399","JH185620","3/12/2024 9:15:00 PM","430","BATTERY: AGGRAVATED - OTHER DANGEROUS WEAPON","B - RELIGION"," ANTI-JEWISH","North",16,"DUNNING",38,"BONA FIDE",NA,1
"1400","JH187690","3/10/2024 1:32:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,0
"1401","JH189477","3/16/2024 12:31:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",25,"BELMONT CRAGIN",30,"BONA FIDE",NA,1
"1402","JH190434","3/16/2024 1:00:00 PM","2825","OTHER OFFENSE: HARASSMENT BY TELEPHONE","B - RELIGION","ANTI-ISLAMIC/MUSLIM","North",20,"UPTOWN",47,"BONA FIDE",NA,0
"1403","JH191210","3/16/2024 10:06:00 AM","1020","ARSON: BY FIRE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",14,"LOGAN SQUARE",26,"BONA FIDE",NA,1
"1404","JH191701","3/17/2024 8:00:00 PM","1310","CRIMINAL DAMAGE: TO PROPERTY","B - RELIGION","ANTI-ISLAMIC/MUSLIM","Central",1,"LOOP",34,"BONA FIDE",NA,0
"1405","JH192088","3/18/2024 8:25:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
"1406","JH197884","3/22/2024 6:35:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"NORTH CENTER",47,"BONA FIDE",NA,1
"1407","JH200478","3/24/2024 10:00:00 PM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","B - RELIGION"," ANTI-JEWISH","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1408","JH200992","3/24/2024 5:00:00 PM","1310","CRIMINAL DAMAGE: TO PROPERTY","B - RELIGION"," ANTI-JEWISH","Central",12,"NEAR WEST SIDE",34,"BONA FIDE",NA,0
"1409","JH201200","3/24/2024 4:00:00 AM","1320","CRIMINAL DAMAGE: TO VEHICLE","B - RELIGION"," ANTI-JEWISH","North",24,"ROGERS PARK",49,"BONA FIDE",NA,0
"1410","JH212243","4/4/2024 9:35:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","Central",1,"LOOP",34,"BONA FIDE",NA,0
"1411","JH215898","4/7/2024 10:34:00 AM","2850","PUBLIC PEACE VIOLATION: BOMB THREAT","A - RACE/ETHNICITY/ANCESTRY","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","Central",1,"LOOP",34,"BONA FIDE",NA,0
"1412","JH216835","4/7/2024 10:00:00 PM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","B - RELIGION"," ANTI-JEWISH","Central",18,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1413","JH216895","4/8/2024 8:00:00 AM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","B - RELIGION"," ANTI-JEWISH","North",19,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1414","JH217267","4/8/2024 3:31:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",25,"AUSTIN",29,"BONA FIDE",NA,1
"1415","JH218151","4/1/2024 8:00:00 AM","3960","INTIMIDATION: INTIMIDATION","A - RACE/ETHNICITY/ANCESTRY","ANTI-MULTIPLE RACES/GROUP","",NA,"",36,"BONA FIDE",NA,0
"1416","JH219589","4/10/2024 10:35:00 AM","479","BATTERY: AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","South",4,"SOUTH SHORE",7,"BONA FIDE",NA,1
"1417","JH219846","4/10/2024 1:40:00 PM","051A","ASSAULT: AGGRAVATED - HANDGUN","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",8,"WEST ELSDON",13,"BONA FIDE",NA,1
"1418","JH222931","4/12/2024 7:52:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","South",5,"RIVERDALE",10,"BONA FIDE",NA,1
"1419","JH226110","4/15/2024 1:10:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1420","JH226110","4/15/2024 1:10:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1421","JH226194","4/15/2024 1:20:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1422","JH226194","4/15/2024 1:20:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1423","JH227164","4/15/2024 8:00:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",20,"LINCOLN SQUARE",40,"BONA FIDE",NA,0
"1424","JH228367","4/17/2024 1:00:00 AM","460","BATTERY: SIMPLE","F - GENDER IDENTITY"," ANTI-TRANSGENDER","South",6,"CHATHAM",6,"BONA FIDE",NA,1
"1425","JH228522","4/16/2024 12:00:00 PM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",17,"AVONDALE",35,"BONA FIDE",NA,0
"1426","JH229917","4/18/2024 10:37:00 AM","545","ASSAULT: PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",16,"PORTAGE PARK",38,"BONA FIDE",NA,1
"1427","JH230045","4/18/2024 10:10:00 AM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",16,"OHARE",41,"BONA FIDE",NA,1
"1428","JH231413","4/17/2024 10:50:00 AM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN","North",19,"LAKE VIEW",44,"BONA FIDE",NA,1
"1429","JH233362","4/20/2024 5:00:00 PM","1375","CRIMINAL DAMAGE: INSTITUTIONAL VANDALISM","B - RELIGION"," ANTI-JEWISH","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,0
"1430","JH233814","4/21/2024 4:30:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1431","JH234490","4/22/2024 9:35:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,1
"1432","JH234492","4/19/2024 9:00:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",19,"UPTOWN",46,"BONA FIDE",NA,0
"1433","JH234825","3/31/2024 2:00:00 AM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",19,"LINCOLN SQUARE",40,"BONA FIDE",NA,1
"1434","JH235991","4/18/2024 5:30:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","F - GENDER IDENTITY"," ANTI-TRANSGENDER","South",6,"CHATHAM",6,"BONA FIDE",NA,0
"1435","JH237395","4/24/2024 2:23:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",10,"NORTH LAWNDALE",22,"BONA FIDE",NA,1
"1436","JH237538","4/24/2024 4:09:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",17,"IRVING PARK",30,"BONA FIDE",NA,1
"1437","JH237994","4/23/2024 5:18:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"LAKE VIEW",44,"BONA FIDE",NA,1
"1438","JH238087","4/24/2024 8:00:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",19,"LAKE VIEW",44,"BONA FIDE",NA,0
"1439","JH239579","4/25/2024 10:00:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",18,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1440","JH241165","4/26/2024 9:00:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","North",20,"EDGEWATER",48,"BONA FIDE",NA,1
"1441","JH241741","4/28/2024 2:13:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"1442","JH242054","4/28/2024 11:40:00 AM","486","BATTERY: DOMESTIC BATTERY SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",25,"AUSTIN",29,"BONA FIDE",NA,1
"1443","JH243644","4/29/2024 2:15:00 PM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,1
"1444","JH244432","4/29/2024 8:15:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","Central",12,"WEST TOWN",27,"BONA FIDE",NA,0
"1445","JH244434","4/30/2024 2:50:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",12,"WEST TOWN",27,"BONA FIDE",NA,0
"1446","JH244434","4/30/2024 2:50:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",12,"WEST TOWN",27,"BONA FIDE",NA,0
"1447","JH248572","4/23/2024 12:09:00 PM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","Central",1,"LOOP",42,"BONA FIDE",NA,0
"1448","JH249554","5/3/2024 9:12:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","Central",2,"HYDE PARK",4,"BONA FIDE",NA,1
"1449","JH249554","5/3/2024 9:12:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",2,"HYDE PARK",4,"BONA FIDE",NA,1
"1450","JH250221","5/4/2024 2:30:00 AM","051A","ASSAULT: AGGRAVATED - HANDGUN","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","South",5,"ROSELAND",9,"BONA FIDE",NA,1
"1451","JH251110","5/4/2024 5:00:00 PM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","A - RACE/ETHNICITY/ANCESTRY","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","North",20,"EDGEWATER",48,"BONA FIDE",NA,0
"1452","JH252329","4/14/2023 12:01:00 AM","2825","OTHER OFFENSE: HARASSMENT BY TELEPHONE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","South",4,"SOUTH SHORE",7,"BONA FIDE",NA,0
"1453","JH255029","5/8/2024 10:14:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",19,"UPTOWN",46,"BONA FIDE",NA,0
"1454","JH255505","5/8/2024 3:50:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",11,"HUMBOLDT PARK",37,"BONA FIDE",NA,1
"1455","JH255555","5/7/2024 12:00:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","Central",9,"ARMOUR SQUARE",11,"BONA FIDE",NA,0
"1456","JH257262","5/5/2024 1:00:00 PM","430","BATTERY: AGGRAVATED - OTHER DANGEROUS WEAPON","A - RACE/ETHNICITY/ANCESTRY","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","Central",18,"LINCOLN PARK",2,"BONA FIDE",NA,1
"1457","JH258213","5/10/2024 5:00:00 PM","1310","CRIMINAL DAMAGE: TO PROPERTY","B - RELIGION"," ANTI-JEWISH","North",16,"OHARE",41,"BONA FIDE",NA,0
"1458","JH261333","5/13/2024 8:46:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1459","JH261630","5/13/2024 8:00:00 AM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",18,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1460","JH262201","5/13/2024 10:35:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",24,"ROGERS PARK",49,"BONA FIDE",NA,1
"1461","JH262701","5/13/2024 6:35:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",27,"BONA FIDE",NA,0
"1462","JH264125","5/15/2024 8:55:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","South",7,"WEST ENGLEWOOD",16,"BONA FIDE",NA,1
"1463","JH266795","5/17/2024 7:30:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","Central",12,"NEAR WEST SIDE",27,"BONA FIDE",NA,1
"1464","JH266795","5/17/2024 7:30:00 AM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",12,"NEAR WEST SIDE",27,"BONA FIDE",NA,1
"1465","JH266925","5/16/2024 12:45:00 PM","2850","PUBLIC PEACE VIOLATION: BOMB THREAT","A - RACE/ETHNICITY/ANCESTRY","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","Central",18,"LINCOLN PARK",2,"BONA FIDE",NA,0
"1466","JH273147","5/21/2024 5:15:00 PM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-JEWISH","North",17,"NORTH PARK",50,"BONA FIDE",NA,1
"1467","JH273519","5/21/2024 11:30:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","Central",1,"NEAR SOUTH SIDE",34,"BONA FIDE",NA,1
"1468","JH274401","5/21/2024 8:18:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","South",6,"CHATHAM",6,"BONA FIDE",NA,1
"1469","JH274559","5/21/2024 8:51:00 PM","5081","NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1470","JH274854","5/22/2024 7:53:00 PM","460","BATTERY: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",20,"UPTOWN",48,"BONA FIDE",NA,1
"1471","JH275058","5/22/2024 11:13:00 PM","1320","CRIMINAL DAMAGE: TO VEHICLE","B - RELIGION"," ANTI-JEWISH","North",25,"BELMONT CRAGIN",31,"BONA FIDE",NA,0
"1472","JH276170","5/19/2024 3:48:00 PM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,1
"1473","JH276423","5/23/2024 10:29:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",9,"MCKINLEY PARK",12,"BONA FIDE",NA,1
"1474","JH279815","5/26/2024 4:26:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","Central",2,"GRAND BOULEVARD",4,"BONA FIDE",NA,1
"1475","JH280391","5/27/2024 3:27:00 AM","430","BATTERY: AGGRAVATED - OTHER DANGEROUS WEAPON","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"LAKE VIEW",47,"BONA FIDE",NA,1
"1476","JH280766","5/27/2024 12:37:00 PM","560","ASSAULT: SIMPLE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","Central",1,"NEAR WEST SIDE",28,"BONA FIDE",NA,1
"1477","JH281193","5/27/2024 3:00:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",20,"UPTOWN",48,"BONA FIDE",NA,0
"1478","JH281193","5/27/2024 3:00:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","B - RELIGION"," ANTI-JEWISH","North",20,"UPTOWN",48,"BONA FIDE",NA,0
"1479","JH281953","5/28/2024 9:35:00 AM","545","ASSAULT: PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","South",22,"MOUNT GREENWOOD",19,"BONA FIDE",NA,1
"1480","JH283370","5/29/2024 10:20:00 AM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",25,"BELMONT CRAGIN",30,"BONA FIDE",NA,1
"1481","JH286152","5/31/2024 8:14:00 AM","2825","OTHER OFFENSE: HARASSMENT BY TELEPHONE","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"NORTH CENTER",32,"BONA FIDE",NA,0
"1482","JH286602","5/31/2024 1:30:00 PM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"LINCOLN PARK",32,"BONA FIDE",NA,0
"1483","JH286672","5/29/2024 7:05:00 PM","1320","CRIMINAL DAMAGE: TO VEHICLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","North",20,"EDGEWATER",48,"BONA FIDE",NA,0
"1484","JH286764","5/31/2024 4:10:00 PM","520","ASSAULT: AGGRAVATED - KNIFE / CUTTING INSTRUMENT","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ARAB","Central",3,"SOUTH SHORE",7,"BONA FIDE",NA,1
"1485","JH290092","6/2/2024 7:00:00 AM","2825","OTHER OFFENSE: HARASSMENT BY TELEPHONE","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1486","JH290190","6/2/2024 5:40:00 PM","2820","OTHER OFFENSE: TELEPHONE THREAT","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1487","JH293232","6/4/2024 11:30:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ARAB","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1488","JH293268","6/5/2024 12:33:00 PM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",20,"LINCOLN SQUARE",47,"BONA FIDE",NA,0
"1489","JH297986","6/8/2024 5:50:00 PM","460","BATTERY: SIMPLE","F - GENDER IDENTITY"," ANTI-TRANSGENDER","Central",2,"HYDE PARK",5,"BONA FIDE",NA,1
"1490","JH299202","6/9/2024 4:37:00 PM","520","ASSAULT: AGGRAVATED - KNIFE / CUTTING INSTRUMENT","C - SEXUAL ORIENTATION"," ANTI-GAY (MALE)","North",19,"UPTOWN",46,"BONA FIDE",NA,1
"1491","JH301372","6/1/2024 10:00:00 AM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,0
"1492","JH301372","6/1/2024 10:00:00 AM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","B - RELIGION"," ANTI-OTHER CHRISTIAN","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,0
"1493","JH301372","6/1/2024 10:00:00 AM","2826","OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","Central",18,"NEAR NORTH SIDE",2,"BONA FIDE",NA,0
"1494","JH304408","6/9/2024 6:00:00 PM","1310","CRIMINAL DAMAGE: TO PROPERTY","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","South",22,"BEVERLY",19,"BONA FIDE",NA,0
"1495","JH306558","6/15/2024 2:34:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","North",25,"MONTCLARE",36,"BONA FIDE",NA,1
"1496","JH307468","6/15/2024 6:09:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","Central",12,"NEAR WEST SIDE",28,"BONA FIDE",NA,1
"1497","JH308166","6/15/2024 8:00:00 PM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","Central",12,"WEST TOWN",27,"BONA FIDE",NA,1
"1498","JH309929","6/15/2024 1:30:00 AM","5080","NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","South",6,"CHATHAM",8,"BONA FIDE",NA,0
"1499","JH310982","6/17/2024 10:00:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY"," ANTI-WHITE","North",19,"LINCOLN PARK",43,"BONA FIDE",NA,0
"1500","JH312205","6/18/2024 11:00:00 PM","560","ASSAULT: SIMPLE","A - RACE/ETHNICITY/ANCESTRY","ANTI-HISPANIC/LATINO","Central",9,"BRIDGEPORT",11,"BONA FIDE",NA,1
"1501","JH314688","6/20/2024 10:15:00 AM","560","ASSAULT: SIMPLE","B - RELIGION"," ANTI-JEWISH","North",19,"UPTOWN",46,"BONA FIDE",NA,1
"1502","JH314801","6/21/2024 1:20:00 AM","460","BATTERY: SIMPLE","A - RACE/ETHNICITY/ANCESTRY"," ANTI-ASIAN","North",19,"LAKE VIEW",32,"BONA FIDE",NA,1
"1503","JH315032","6/21/2024 5:30:00 AM","1310","CRIMINAL DAMAGE: TO PROPERTY","C - SEXUAL ORIENTATION"," ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","North",11,"WEST GARFIELD PARK",28,"BONA FIDE",NA,0
"1504","JH315032","6/21/2024 5:30:00 AM","1310","CRIMINAL DAMAGE: TO PROPERTY","D - DISABILITY"," ANTI-MENTAL DISABILITY","North",11,"WEST GARFIELD PARK",28,"BONA FIDE",NA,0
"1505","JH315458","6/21/2024 1:25:00 PM","460","BATTERY: SIMPLE","B - RELIGION","ANTI-ISLAMIC/MUSLIM","Central",18,"NEAR NORTH SIDE",42,"BONA FIDE",NA,1
"1506","JH316472","6/22/2024 2:52:00 AM","1345","CRIMINAL DAMAGE: TO CITY OF CHICAGO PROPERTY","B - RELIGION"," ANTI-JEWISH","Central",1,"LOOP",42,"BONA FIDE",NA,0
"1507","JH319224","6/24/2024 12:12:00 AM","2850","PUBLIC PEACE VIOLATION: BOMB THREAT","B - RELIGION"," ANTI-JEWISH","North",24,"WEST RIDGE",50,"BONA FIDE",NA,0
"1508","JH322016","6/24/2024 12:01:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","A - RACE/ETHNICITY/ANCESTRY","ANTI-BLACK/AFRICAN-AMERICAN","South",22,"MOUNT GREENWOOD",19,"BONA FIDE",NA,0
"1509","JH322016","6/24/2024 12:01:00 AM","1305","CRIMINAL DAMAGE: CRIMINAL DEFACEMENT","B - RELIGION"," ANTI-JEWISH","South",22,"MOUNT GREENWOOD",19,"BONA FIDE",NA,0
